direction,entry_price,won
sell,88789.3,False,Failed
hold,88789.3,
hold,88800.0,
hold,88811.9,
hold,88823.0,
hold,88823.0,
hold,88823.1,
hold,88823.0,
hold,88823.1,
hold,88823.1,
hold,88823.0,
hold,88823.0,
hold,88823.1,
hold,88823.1,
hold,88823.1,
hold,88823.1,
buy,88811.0,True,"{'info': {'orderId': 'be5a386a-a565-4d2f-9c2e-5c3c84f48337', 'orderLinkId': ''}, 'id': 'be5a386a-a565-4d2f-9c2e-5c3c84f48337', 'clientOrderId': None, 'timestamp': None, 'datetime': None, 'lastTradeTimestamp': None, 'lastUpdateTimestamp': None, 'symbol': 'BTC/USDT:USDT', 'type': None, 'timeInForce': None, 'postOnly': None, 'reduceOnly': None, 'side': None, 'price': None, 'stopPrice': None, 'triggerPrice': None, 'takeProfitPrice': None, 'stopLossPrice': None, 'amount': None, 'cost': None, 'average': None, 'filled': None, 'remaining': None, 'status': None, 'fee': None, 'trades': [], 'fees': []}"
buy,88811.1,True,"{'info': {'orderId': '5c2eaaff-4cb2-49e3-8f9a-302a6c1476c6', 'orderLinkId': ''}, 'id': '5c2eaaff-4cb2-49e3-8f9a-302a6c1476c6', 'clientOrderId': None, 'timestamp': None, 'datetime': None, 'lastTradeTimestamp': None, 'lastUpdateTimestamp': None, 'symbol': 'BTC/USDT:USDT', 'type': None, 'timeInForce': None, 'postOnly': None, 'reduceOnly': None, 'side': None, 'price': None, 'stopPrice': None, 'triggerPrice': None, 'takeProfitPrice': None, 'stopLossPrice': None, 'amount': None, 'cost': None, 'average': None, 'filled': None, 'remaining': None, 'status': None, 'fee': None, 'trades': [], 'fees': []}"
buy,88811.0,False,Failed
buy,88811.0,False,Failed
buy,88811.0,False,Failed
hold,88811.0,
hold,88794.4,
hold,88794.4,
hold,88794.4,
hold,88794.4,
hold,88794.3,
hold,88794.4,
hold,88794.3,
hold,88794.3,
hold,88792.8,
hold,88792.8,
hold,88783.8,
hold,88783.8,
hold,88780.4,
hold,88780.3,
hold,88781.5,
hold,88781.5,
hold,88781.5,
hold,88781.5,
hold,88781.5,
hold,88781.5,
sell,88791.3,True,"{'info': {'orderId': 'eeac78d5-4d34-4073-92dc-94ca6c1f85b7', 'orderLinkId': ''}, 'id': 'eeac78d5-4d34-4073-92dc-94ca6c1f85b7', 'clientOrderId': None, 'timestamp': None, 'datetime': None, 'lastTradeTimestamp': None, 'lastUpdateTimestamp': None, 'symbol': 'BTC/USDT:USDT', 'type': None, 'timeInForce': None, 'postOnly': None, 'reduceOnly': None, 'side': None, 'price': None, 'stopPrice': None, 'triggerPrice': None, 'takeProfitPrice': None, 'stopLossPrice': None, 'amount': None, 'cost': None, 'average': None, 'filled': None, 'remaining': None, 'status': None, 'fee': None, 'trades': [], 'fees': []}"
sell,88791.4,True,"{'info': {'orderId': '2280e246-d7d5-42b1-9db2-eb895daa662f', 'orderLinkId': ''}, 'id': '2280e246-d7d5-42b1-9db2-eb895daa662f', 'clientOrderId': None, 'timestamp': None, 'datetime': None, 'lastTradeTimestamp': None, 'lastUpdateTimestamp': None, 'symbol': 'BTC/USDT:USDT', 'type': None, 'timeInForce': None, 'postOnly': None, 'reduceOnly': None, 'side': None, 'price': None, 'stopPrice': None, 'triggerPrice': None, 'takeProfitPrice': None, 'stopLossPrice': None, 'amount': None, 'cost': None, 'average': None, 'filled': None, 'remaining': None, 'status': None, 'fee': None, 'trades': [], 'fees': []}"
sell,88791.4,False,Failed
sell,88791.4,False,Failed
sell,88791.4,False,Failed
hold,88791.4,
hold,88791.4,
hold,88791.4,
hold,88791.2,
hold,88791.2,
sell,88791.2,False,Failed
hold,88791.2,
hold,88791.3,
hold,88791.3,
hold,88791.2,
hold,88791.3,
sell,88791.2,False,Failed
hold,88803.3,
hold,88798.6,
hold,88798.6,
hold,88798.5,
hold,88798.5,
hold,88802.9,
hold,88803.0,
hold,88806.0,
hold,88806.0,
hold,88806.0,
hold,88806.0,
hold,88806.1,
hold,88806.1,
hold,88806.1,
buy,88806.0,True,"{'info': {'orderId': '834ac160-aea3-497a-b309-4f636185c0e3', 'orderLinkId': ''}, 'id': '834ac160-aea3-497a-b309-4f636185c0e3', 'clientOrderId': None, 'timestamp': None, 'datetime': None, 'lastTradeTimestamp': None, 'lastUpdateTimestamp': None, 'symbol': 'BTC/USDT:USDT', 'type': None, 'timeInForce': None, 'postOnly': None, 'reduceOnly': None, 'side': None, 'price': None, 'stopPrice': None, 'triggerPrice': None, 'takeProfitPrice': None, 'stopLossPrice': None, 'amount': None, 'cost': None, 'average': None, 'filled': None, 'remaining': None, 'status': None, 'fee': None, 'trades': [], 'fees': []}"
hold,88793.5,
hold,88793.6,
hold,88793.5,
